generacja,najlepszy_fitness,sredni_fitness,liczba_gatunkow,czas_epoki_s,avg_fitness_informed,avg_fitness_uninformed,neat_avg_worth,bench_hold6040,bench_momentum,bench_random,pct_bond,pct_stock,pct_crypto,pct_cash,avg_trades
992,578.50,447.61,2,1.83,461.19,434.03,3105.48,314.88,544.86,440.70,5.21,67.76,20.82,6.21,137.34
993,625.38,457.07,2,1.85,436.31,477.82,3625.58,379.53,252.24,432.14,6.63,68.52,17.60,7.25,141.38
994,706.42,451.28,2,1.85,482.66,419.90,3958.33,353.86,171.47,532.56,5.37,69.35,22.18,3.10,127.86
995,576.31,461.43,2,1.80,480.00,442.86,3671.62,367.44,198.19,508.46,5.30,71.28,17.72,5.70,136.48
996,538.97,427.65,2,1.86,449.02,406.28,2756.74,287.97,246.66,333.52,4.66,67.78,20.99,6.56,118.13
997,836.31,563.94,2,1.96,529.97,597.90,8017.65,335.86,240.24,435.20,4.49,72.52,19.16,3.84,190.72
998,504.82,432.62,2,1.81,422.84,442.39,2796.03,322.90,167.71,448.84,5.01,67.67,21.02,6.31,130.43
999,662.08,468.84,2,1.81,436.95,500.73,3855.14,359.16,206.41,388.05,4.69,70.08,20.96,4.27,127.75
1000,499.69,410.65,2,1.81,407.62,413.68,2352.91,321.17,253.84,440.81,4.71,66.92,22.03,6.35,109.68
1001,740.02,498.32,2,2.18,435.79,560.84,5782.20,363.46,178.55,429.42,4.69,70.42,21.59,3.30,136.84
1002,624.54,481.04,2,2.09,485.50,476.57,4221.86,375.34,384.31,478.58,5.08,72.45,19.24,3.24,136.69
1003,580.04,445.87,2,2.20,468.49,423.24,3158.15,434.86,212.06,494.92,5.37,71.35,17.19,6.10,129.61
1004,800.26,498.10,2,1.97,545.92,450.28,5183.90,331.51,173.32,403.31,5.49,71.58,18.06,4.88,160.55
1005,621.15,439.99,2,2.20,466.38,413.61,3172.99,358.09,252.63,406.68,6.07,73.29,15.07,5.56,126.94
1006,703.75,518.39,2,2.01,551.19,485.59,5362.63,337.54,373.73,464.26,5.46,72.10,17.48,4.95,163.01
1007,921.61,601.22,2,2.14,561.59,640.85,10816.02,317.32,524.27,421.47,5.45,72.06,18.43,4.06,241.10
1008,592.15,405.36,2,1.87,399.27,411.45,2330.81,374.42,1281.51,432.59,5.62,66.35,21.02,7.01,108.21
1009,876.36,583.75,2,2.00,579.10,588.40,9512.48,377.82,461.97,427.90,4.87,71.19,19.18,4.77,203.80
1010,809.83,563.25,2,1.92,573.85,552.65,8337.96,356.64,225.75,424.41,5.05,74.90,16.94,3.11,189.96
1011,767.22,507.98,2,1.94,454.31,561.64,5694.77,341.33,172.52,485.91,5.52,72.63,17.15,4.70,169.65
1012,775.84,511.07,2,1.90,488.82,533.32,6140.47,399.45,946.65,465.94,5.92,69.13,20.38,4.58,180.06
1013,722.63,556.67,2,1.94,555.38,557.96,7633.86,371.15,204.68,446.45,5.36,71.43,18.96,4.26,188.30
1014,583.14,440.22,2,1.91,422.33,458.10,3029.78,321.27,2176.24,397.80,5.73,65.09,23.76,5.41,130.48
1015,648.46,523.84,2,2.02,506.72,540.97,5625.05,312.04,153.07,401.50,5.22,69.15,23.41,2.22,172.89
1016,869.61,642.51,2,2.17,589.94,695.07,14343.70,380.75,536.34,465.21,5.03,68.70,22.35,3.92,262.22
1017,764.18,591.24,2,1.88,564.44,618.04,9458.20,349.73,275.43,455.10,5.66,70.41,20.44,3.49,225.72
1018,833.97,535.67,2,1.87,490.32,581.01,6744.12,373.15,760.84,423.36,5.79,68.96,21.61,3.64,191.53
1019,622.75,421.98,2,1.92,442.55,401.41,2621.25,324.01,205.46,459.33,7.63,65.28,18.54,8.55,137.40
1020,752.60,472.82,2,2.01,438.67,506.97,4374.42,341.24,211.31,541.90,7.24,69.77,16.90,6.09,160.73
1021,719.06,486.94,2,1.96,481.11,492.78,4670.10,398.54,243.45,418.10,6.99,71.32,15.62,6.07,171.35
1022,548.16,388.25,2,1.92,381.81,394.70,2133.95,278.20,1110.01,334.67,7.13,65.80,21.21,5.87,104.76
1023,681.81,424.93,2,2.04,423.14,426.73,2979.48,401.73,516.27,506.56,5.72,69.06,19.52,5.70,112.81
1024,729.11,498.68,2,2.11,527.47,469.89,5498.86,370.70,256.70,463.76,5.47,70.38,19.78,4.37,153.57
1025,849.48,600.65,2,2.06,656.91,544.39,10860.61,359.92,179.96,370.40,5.38,71.93,19.32,3.36,243.40
1026,666.73,461.82,2,1.97,442.75,480.89,3631.07,378.66,192.67,502.69,5.52,69.67,21.18,3.63,156.35
1027,839.14,512.73,2,2.12,483.92,541.54,5828.36,337.03,199.53,420.45,6.04,71.10,18.15,4.71,183.36
1028,763.00,574.17,2,2.05,536.20,612.15,8648.00,350.02,237.45,436.25,6.06,69.31,19.80,4.83,248.18
1029,785.95,429.41,2,2.03,452.83,405.98,3202.06,325.98,598.21,316.10,6.38,70.38,16.94,6.30,131.75
1030,709.04,501.43,2,2.03,489.36,513.49,5220.26,283.03,168.05,321.25,6.28,74.92,13.84,4.96,174.27
1031,686.55,436.50,2,2.01,482.85,390.14,3399.37,454.26,542.99,416.17,6.78,71.56,14.72,6.95,135.60
1032,608.51,431.39,2,1.89,445.94,416.85,2894.02,310.44,140.49,375.97,5.78,69.95,18.57,5.69,134.77
1033,680.33,486.03,2,1.91,470.23,501.82,4199.23,322.32,263.99,331.12,5.92,70.17,18.00,5.91,178.68
1034,718.05,506.33,2,1.92,466.74,545.92,5183.67,343.15,1179.00,438.23,5.94,74.14,14.70,5.21,197.82
1035,777.63,434.42,2,2.04,446.35,422.49,3604.01,360.08,3114.42,408.78,5.71,75.49,13.28,5.52,141.99
1036,631.24,449.50,2,1.91,465.19,433.82,3422.73,363.44,260.15,474.50,5.60,75.44,14.39,4.57,125.22
1037,600.33,447.06,2,1.98,441.26,452.85,3080.98,307.43,249.77,470.31,5.55,70.48,18.97,5.01,137.28
1038,822.56,587.07,2,1.99,636.25,537.88,9509.02,406.92,214.50,521.07,5.31,77.05,13.70,3.94,229.37
1039,754.23,490.96,2,2.00,443.08,538.84,5595.69,346.02,534.47,369.62,6.04,75.75,13.20,5.01,182.08
1040,668.93,494.17,2,1.99,489.47,498.86,4738.63,306.86,1597.18,348.79,6.11,74.02,14.92,4.95,175.95
1041,601.89,434.18,2,2.24,458.10,410.26,2962.19,306.64,183.36,332.60,6.31,66.23,20.49,6.97,146.25
1042,666.85,484.05,2,2.12,513.92,454.19,4363.27,396.72,1015.09,460.57,5.58,73.49,15.10,5.83,151.57
1043,600.34,431.72,2,2.07,437.74,425.70,3047.87,402.69,1886.48,451.10,5.65,70.66,18.24,5.44,129.22
1044,568.98,465.00,2,2.10,476.67,453.32,3718.37,363.99,672.45,444.82,5.07,72.81,17.77,4.36,135.91
1045,736.65,552.34,2,1.88,566.01,538.67,7165.66,302.14,533.76,438.68,5.41,71.46,18.85,4.27,220.11
1046,643.34,487.92,2,1.90,458.33,517.50,4286.50,308.77,205.54,375.40,5.13,67.86,21.79,5.22,189.72
1047,683.02,469.69,2,2.07,437.65,501.74,3815.54,474.84,327.38,476.76,5.14,66.60,23.93,4.33,147.39
1048,723.70,573.31,2,1.85,589.47,557.15,8105.85,341.72,436.59,416.11,4.95,70.04,21.30,3.71,221.57
1049,557.16,425.66,2,2.10,438.27,413.04,2823.77,362.24,2046.68,418.00,5.47,67.83,19.27,7.43,134.78
1050,639.93,442.41,2,2.48,437.79,447.03,3277.22,333.23,1030.36,414.27,4.80,70.88,19.51,4.81,123.92
1051,754.28,483.42,2,2.12,479.71,487.14,4766.02,328.52,268.56,429.17,4.77,72.24,19.51,3.48,144.20
1052,743.47,525.68,2,1.97,558.55,492.82,6794.42,392.11,1983.70,546.75,4.76,76.07,14.46,4.71,188.72
1053,533.85,448.07,2,1.93,436.06,460.08,3217.11,360.77,803.72,462.75,5.54,69.98,17.34,7.14,148.90
1054,739.74,516.90,2,1.89,478.78,555.02,6782.00,323.42,148.10,333.64,5.28,76.77,13.21,4.74,178.05
1055,584.30,464.07,2,1.92,449.60,478.55,4018.08,354.77,142.97,387.00,5.27,72.07,18.97,3.69,139.50
1056,580.52,430.06,2,1.95,441.93,418.18,2711.70,351.85,754.94,431.89,5.01,67.01,20.99,7.00,136.59
1057,663.96,448.97,2,2.03,488.20,409.75,4017.61,343.05,218.24,410.56,5.64,71.41,18.07,4.89,129.92
1058,552.44,435.37,2,2.13,428.87,441.88,2974.71,294.50,566.91,379.50,6.02,70.19,16.72,7.08,136.15
1059,846.23,555.50,2,2.00,532.94,578.06,9141.00,305.00,342.67,373.01,5.20,76.63,14.81,3.36,208.05
1060,679.31,499.55,2,1.88,501.87,497.23,5245.97,336.81,174.43,439.03,5.44,71.21,19.28,4.07,186.51
1061,903.69,565.73,2,2.03,578.23,553.24,9799.55,361.58,172.18,455.68,5.38,74.84,15.59,4.19,200.17
1062,737.15,576.75,2,1.86,613.38,540.12,8479.19,333.71,935.64,373.96,5.18,69.97,20.73,4.12,237.38
1063,811.77,540.85,2,1.88,537.91,543.78,7105.54,395.44,467.75,462.24,4.71,71.42,20.32,3.55,177.35
1064,754.70,527.11,2,1.80,495.82,558.39,6799.02,362.90,559.30,424.69,5.31,72.07,18.03,4.59,203.97
1065,788.92,527.12,2,1.87,538.84,515.40,6706.22,331.96,1010.94,409.12,5.12,72.00,19.72,3.16,192.68
1066,538.74,409.27,2,1.82,393.01,425.52,2441.12,363.59,209.17,426.41,6.14,64.16,21.50,8.20,122.56
1067,850.23,559.92,2,1.85,599.28,520.56,8788.83,328.15,334.13,389.36,5.15,69.88,20.36,4.61,211.76
1068,697.63,553.84,2,1.83,567.22,540.46,6926.08,336.64,143.08,372.01,5.46,68.54,20.22,5.78,239.79
1069,859.25,625.24,2,1.84,723.26,527.23,14652.09,383.80,189.78,469.41,5.04,66.31,24.38,4.27,271.14
1070,812.31,509.97,2,1.85,495.58,524.36,4981.59,326.12,618.68,383.65,5.71,67.30,20.62,6.36,175.62
1071,573.01,437.62,2,1.82,443.50,431.75,2919.36,421.36,259.80,429.52,5.97,64.03,21.97,8.03,148.52
1072,864.10,634.22,2,2.07,690.48,577.95,13891.61,411.73,256.14,479.82,4.62,69.23,22.81,3.33,281.07
1073,850.81,546.44,2,1.87,562.32,530.56,7566.77,408.92,272.99,464.41,5.38,72.25,17.71,4.67,224.32
1074,725.75,519.33,2,1.80,565.49,473.18,7079.32,397.36,336.03,429.61,5.03,70.54,21.61,2.83,180.11
1075,678.41,456.74,2,1.85,446.70,466.77,3444.98,479.69,233.32,566.75,5.19,65.99,23.39,5.43,166.81
1076,818.17,483.77,2,1.89,433.80,533.74,4795.46,385.27,326.72,525.00,5.33,71.51,17.98,5.18,178.71
1077,713.12,471.03,2,1.86,517.73,424.33,4303.78,345.10,647.45,491.78,4.56,68.52,22.25,4.67,161.65
1078,996.33,566.95,2,1.78,498.58,635.33,9324.46,265.69,140.69,326.65,5.00,75.71,14.05,5.24,239.55
1079,637.68,443.33,2,1.90,489.95,396.71,3331.41,318.55,231.20,373.46,5.28,64.33,25.27,5.11,151.63
1080,734.42,563.05,2,1.88,553.20,572.90,7863.41,361.12,303.02,410.91,5.17,69.04,21.70,4.09,217.32
1081,890.89,621.24,2,1.88,665.32,577.16,11853.05,364.72,207.76,440.87,4.80,74.50,16.39,4.31,250.92
1082,595.84,438.55,2,1.80,497.55,379.54,3234.32,383.18,211.05,444.02,4.97,63.37,27.15,4.50,120.00
1083,755.13,559.15,2,1.83,556.78,561.52,8331.38,339.94,192.96,524.75,4.96,70.23,21.67,3.13,201.14
1084,742.18,521.04,2,1.88,544.55,497.54,6322.19,356.37,236.70,396.18,4.82,68.11,22.98,4.09,195.09
1085,719.22,571.63,2,1.86,557.70,585.56,7865.97,361.80,229.39,523.40,5.01,69.03,20.99,4.98,250.44
1086,819.92,566.12,2,1.89,552.58,579.67,9483.53,395.64,213.39,497.04,5.08,72.40,18.71,3.81,202.17
1087,734.94,522.24,2,1.87,513.15,531.33,6381.52,423.36,457.27,364.12,5.21,69.50,21.48,3.81,201.56
1088,675.59,475.71,2,1.94,483.50,467.92,4187.33,508.31,546.62,418.32,5.17,69.21,19.99,5.63,150.12
1089,625.53,496.06,2,1.87,455.22,536.90,4547.62,283.75,181.86,409.93,5.35,72.88,17.01,4.76,189.00
1090,754.08,513.81,2,1.82,589.56,438.06,6691.53,341.57,155.71,424.71,4.79,67.66,24.30,3.26,186.98
1091,749.19,461.51,2,1.79,544.81,378.21,5076.76,366.49,186.97,407.31,5.02,77.15,12.79,5.04,148.93
1092,697.78,508.25,2,1.86,561.83,454.66,5787.52,393.82,734.28,450.25,5.11,69.18,21.82,3.89,173.87
1093,948.11,520.47,2,1.92,611.97,428.98,7757.74,346.39,395.76,391.39,5.59,75.90,12.48,6.03,201.88
1094,918.74,589.15,2,1.91,521.75,656.55,12121.94,380.58,916.78,409.75,6.19,77.40,11.61,4.80,223.44
1095,1092.44,746.41,2,2.01,715.49,777.33,24889.93,324.08,436.18,350.79,6.59,73.72,13.53,6.15,340.14
1096,818.42,571.15,2,2.08,564.34,577.97,8806.32,309.80,337.78,367.69,6.70,74.36,13.87,5.07,225.30
1097,1019.29,660.75,2,2.03,634.45,687.05,19055.67,374.69,226.63,412.51,6.88,74.45,13.08,5.59,291.86
1098,712.96,467.09,2,1.93,552.63,381.54,5262.66,306.52,610.64,403.20,4.92,69.71,22.85,2.52,148.57
1099,1007.47,631.64,2,1.93,741.13,522.15,15605.23,338.35,122.93,450.09,7.13,74.06,12.97,5.84,258.76
1100,671.65,532.81,2,2.03,507.99,557.62,6525.06,356.12,196.02,447.13,6.58,74.16,15.38,3.88,212.35
1101,586.45,458.01,2,2.32,494.81,421.21,3379.91,328.73,135.38,443.69,5.61,68.19,21.12,5.08,161.28
1102,816.43,540.30,2,2.23,441.87,638.74,8414.75,340.47,302.95,439.78,4.61,69.18,23.27,2.94,183.31
1103,546.05,436.65,2,1.96,437.45,435.86,2926.89,327.73,544.35,418.10,5.47,67.86,20.69,5.97,136.77
1104,988.85,601.22,2,1.93,599.20,603.24,12323.33,330.19,200.84,395.63,5.78,71.27,18.28,4.67,228.94
1105,858.32,651.22,2,1.89,745.50,556.94,15848.60,354.88,389.28,419.45,4.98,67.67,23.83,3.52,275.53
1106,756.54,587.61,2,1.94,596.12,579.11,8393.10,400.42,234.99,407.16,5.83,72.14,18.18,3.85,189.60
1107,779.53,613.38,2,1.84,671.65,555.10,11849.97,433.82,2568.70,482.89,5.61,67.31,23.36,3.71,240.10
1108,861.85,651.02,2,2.04,680.80,621.24,14468.99,308.56,1518.34,337.73,6.63,70.50,18.11,4.76,305.18
1109,662.10,507.31,2,1.92,506.95,507.67,5258.95,414.66,430.76,438.37,6.18,67.92,21.43,4.48,170.10
1110,796.23,560.80,2,1.95,628.40,493.20,8667.24,306.30,227.36,372.00,7.39,72.25,15.07,5.29,238.95
1111,887.95,685.34,2,1.90,670.93,699.74,19806.84,394.28,285.79,538.17,6.77,72.19,16.21,4.83,309.17
1112,1047.32,676.57,2,1.92,557.11,796.03,17831.64,397.63,154.89,472.85,8.16,72.88,11.29,7.67,292.38
1113,504.84,386.18,2,1.83,427.80,344.57,2058.71,433.32,1348.97,454.50,6.07,60.17,26.42,7.34,127.55
1114,834.18,603.51,2,1.97,505.02,702.00,13573.01,407.34,585.00,441.74,5.36,68.78,22.39,3.47,253.80
1115,967.12,584.97,2,1.90,673.62,496.32,12184.95,398.62,279.92,415.87,7.54,72.42,13.69,6.35,246.56
1116,907.67,583.09,2,1.86,616.92,549.26,9675.09,310.17,1422.03,398.45,5.94,72.22,18.49,3.36,229.56
1117,648.04,504.30,2,1.86,482.20,526.40,5525.75,329.34,588.66,377.62,6.78,72.29,17.10,3.84,205.14
1118,826.95,608.81,2,1.83,568.75,648.87,11098.31,348.67,144.42,442.84,6.92,71.29,16.95,4.85,221.91
1119,1019.30,662.52,2,2.03,579.10,745.94,17039.47,336.34,521.59,489.56,7.55,74.02,13.10,5.34,285.98
1120,942.47,537.34,2,1.97,457.70,616.97,10368.08,333.93,252.96,421.52,7.74,73.89,11.26,7.11,200.34
1121,798.14,613.93,2,1.91,617.95,609.92,12066.61,345.97,207.67,446.41,6.95,72.60,16.33,4.12,251.39
1122,685.88,436.12,2,1.76,454.85,417.39,3092.01,340.63,956.84,379.47,6.87,67.84,19.59,5.69,129.99
1123,792.23,527.75,2,1.81,488.67,566.82,6295.47,305.29,1048.38,365.03,7.28,71.98,16.98,3.76,191.81
1124,805.60,589.72,2,1.82,641.36,538.07,10026.65,314.54,833.65,350.12,6.87,66.68,22.41,4.04,237.99
1125,585.61,365.55,2,1.84,366.09,365.00,1633.52,360.25,284.52,392.73,8.45,61.93,21.33,8.28,102.35
1126,856.43,558.42,2,1.91,553.16,563.68,8726.19,409.18,205.73,477.49,6.89,70.86,17.59,4.66,225.39
1127,846.37,619.64,2,1.90,626.04,613.23,12694.18,336.93,509.87,473.25,7.06,70.25,17.82,4.87,260.52
1128,780.24,606.23,2,2.01,539.59,672.86,10889.24,394.52,277.04,483.50,7.54,72.39,14.92,5.16,268.55
1129,571.82,398.41,2,1.91,443.19,353.62,2453.10,271.73,368.91,323.77,7.18,66.86,22.89,3.06,120.28
1130,611.03,433.93,2,1.93,377.44,490.42,3465.20,292.74,630.27,418.56,6.42,66.89,22.91,3.77,123.05
1131,825.76,467.69,2,1.92,470.37,465.01,4699.35,351.61,238.28,434.90,6.96,66.76,21.32,4.97,132.64
1132,736.65,405.86,2,1.90,373.57,438.15,2805.43,361.58,188.83,473.26,7.97,65.60,20.32,6.11,116.08
1133,755.21,547.98,2,1.98,503.37,592.59,7941.56,333.08,566.43,448.29,8.07,70.35,16.64,4.94,203.73
1134,995.29,676.80,2,1.96,602.22,751.38,21150.71,388.82,242.86,473.03,8.94,70.38,13.90,6.78,296.81
1135,604.49,445.37,2,1.98,420.53,470.20,3674.50,342.20,793.37,374.43,9.39,68.69,18.73,3.19,162.28
1136,769.09,428.46,2,2.59,454.88,402.05,3135.16,393.92,1093.70,447.71,7.44,65.22,22.76,4.58,139.50
1137,774.08,523.04,2,2.14,532.39,513.69,6018.31,373.69,231.48,503.16,6.93,68.01,21.10,3.96,170.31
1138,857.85,491.03,2,2.49,423.49,558.57,6131.83,338.93,298.84,433.35,8.74,70.25,15.59,5.42,178.82
1139,633.45,448.75,2,2.66,525.02,372.49,3891.56,393.75,1661.36,455.33,6.62,63.15,27.41,2.82,153.24
1140,755.57,516.88,2,2.71,439.98,593.78,6606.99,422.68,483.19,508.43,6.56,66.61,23.25,3.58,174.48
1141,939.13,475.84,2,2.69,562.71,388.96,5347.86,304.68,504.14,384.77,6.61,69.21,19.31,4.86,158.83
1142,823.32,554.56,2,3.13,568.20,540.92,9237.31,389.48,240.26,476.79,7.19,67.17,21.05,4.59,200.40
1143,726.69,516.30,2,2.61,528.49,504.11,5667.15,363.45,544.31,416.17,7.72,67.84,19.26,5.18,169.14
1144,598.77,422.15,2,2.17,438.22,406.07,2705.41,360.50,212.07,402.34,8.73,59.78,24.55,6.94,144.65
1145,840.17,535.53,2,2.31,467.53,603.54,6709.81,293.80,787.56,357.09,10.41,62.10,19.02,8.48,210.08
1146,710.60,522.03,2,2.40,493.90,550.15,7185.87,379.20,233.51,531.07,8.13,68.44,17.50,5.93,202.96
1147,744.77,580.24,2,2.20,581.29,579.19,8746.53,389.79,251.84,463.52,8.27,64.39,20.25,7.09,234.61
1148,508.35,404.37,2,2.21,416.20,392.54,2382.70,389.29,815.02,454.48,7.92,57.95,27.42,6.71,123.07
1149,625.65,480.25,2,2.22,483.31,477.20,4257.76,305.57,172.33,377.06,6.97,63.50,24.48,5.05,150.97
1150,497.14,406.65,2,1.83,391.14,422.16,2349.70,425.34,212.56,461.57,6.95,59.90,26.74,6.41,129.76
1151,682.06,510.42,2,1.88,536.12,484.71,5511.07,323.50,246.18,338.21,7.06,63.81,24.08,5.05,178.61
1152,564.47,429.44,2,1.83,449.20,409.67,2654.57,300.61,355.71,364.07,7.19,59.96,26.82,6.03,149.48
1153,548.86,434.23,2,1.78,400.58,467.89,3045.09,345.88,139.63,434.75,5.90,63.69,25.17,5.24,136.37
1154,991.86,554.07,2,1.90,578.42,529.73,8216.73,377.57,281.13,542.01,6.14,67.83,20.38,5.65,194.92
1155,742.46,499.37,2,1.81,460.09,538.65,5358.89,465.12,311.07,492.90,6.70,70.35,17.26,5.69,184.94
1156,472.94,378.63,2,1.86,381.63,375.64,1947.62,317.69,203.83,419.93,6.62,63.70,24.40,5.27,95.61
1157,745.73,563.36,2,1.86,640.29,486.43,8246.10,356.68,151.72,426.65,6.22,68.20,22.39,3.19,190.39
1158,1054.91,666.01,2,1.89,716.00,616.02,16810.86,363.36,199.24,462.64,7.16,73.72,13.52,5.60,312.47
1159,504.09,336.94,2,1.80,311.24,362.63,1420.30,311.59,950.02,404.86,7.93,59.42,22.62,10.03,99.45
1160,811.48,606.25,2,1.87,617.15,595.35,10994.41,364.42,4958.61,470.44,6.75,68.95,19.49,4.80,231.23
1161,670.99,427.82,2,1.86,385.61,470.03,3195.96,304.78,207.53,398.70,6.84,65.28,24.53,3.35,124.35
1162,605.93,441.64,2,1.84,421.64,461.64,3225.16,378.20,256.02,432.28,6.39,66.07,22.37,5.17,151.62
1163,791.26,543.14,2,1.98,530.81,555.48,7293.58,421.87,273.79,421.01,7.93,67.96,18.70,5.41,226.43
1164,1042.79,673.85,2,2.09,603.04,744.66,17035.28,416.47,780.64,496.83,7.90,71.76,14.14,6.19,312.76
1165,946.31,669.03,2,1.99,618.81,719.25,16525.86,341.77,225.70,377.85,8.06,72.38,13.41,6.15,307.51
1166,601.98,367.97,2,1.90,393.27,342.67,1811.48,380.32,543.38,427.25,7.10,61.93,25.60,5.38,114.45
1167,916.49,483.07,2,1.92,618.05,348.10,7493.83,324.58,859.61,412.27,8.16,71.85,13.25,6.74,181.12
1168,554.51,398.14,2,1.78,433.72,362.56,2315.11,477.31,217.50,518.13,6.66,60.10,27.45,5.80,108.39
1169,721.33,516.91,2,1.81,612.48,421.35,6432.14,367.66,1285.40,477.17,5.33,65.16,25.07,4.45,157.35
1170,736.77,427.46,2,1.89,461.01,393.91,3662.06,324.13,170.52,445.27,7.14,66.07,20.20,6.59,116.10
1171,639.60,429.76,2,1.89,451.14,408.38,2898.14,275.98,318.62,354.25,5.91,65.70,22.89,5.50,116.32
1172,785.80,548.20,2,1.86,567.86,528.55,7530.05,352.82,223.94,498.79,5.60,68.03,21.86,4.51,169.03
1173,868.33,605.39,2,1.88,582.44,628.35,10497.48,347.67,140.10,471.93,6.29,68.49,19.46,5.76,233.86
1174,801.88,506.22,2,1.79,452.64,559.81,5697.82,309.90,645.15,386.42,7.13,69.40,17.02,6.45,176.68
1175,978.88,545.22,2,1.77,619.55,470.90,8919.31,403.80,757.32,469.34,6.72,68.04,20.00,5.25,240.50
1176,463.68,370.83,2,1.70,369.35,372.32,1788.65,397.59,196.79,477.68,6.32,63.79,22.20,7.69,106.11
1177,501.94,397.82,2,1.71,410.08,385.56,2079.06,419.91,202.86,457.42,6.07,63.58,23.51,6.85,112.71
1178,603.65,453.57,2,1.72,465.03,442.12,3324.10,361.87,1722.34,448.22,6.01,63.89,25.45,4.66,150.52
1179,1027.02,525.42,2,1.73,435.20,615.64,7632.13,385.10,245.05,459.84,6.26,68.10,20.64,5.00,182.73
1180,787.47,512.83,2,1.69,591.45,434.20,7164.29,379.22,210.13,439.14,5.47,61.86,28.60,4.07,158.76
1181,817.40,551.25,2,1.71,500.63,601.87,8350.86,399.30,177.57,432.15,6.51,63.23,26.43,3.83,205.71
1182,725.87,563.17,2,1.80,530.16,596.19,7857.37,413.47,315.48,465.38,6.13,65.61,24.43,3.83,186.40
1183,1001.01,463.35,2,1.75,505.47,421.23,4920.80,383.26,240.93,490.99,8.19,68.07,16.76,6.98,169.18
1184,638.52,448.20,2,1.75,445.48,450.92,3266.96,289.42,146.93,340.65,6.84,64.93,22.88,5.36,139.62
1185,650.06,486.14,2,1.78,450.76,521.53,4418.38,434.47,686.90,513.43,7.47,65.41,21.62,5.50,172.83
1186,653.40,460.63,2,1.81,423.18,498.08,3938.44,308.85,636.28,393.85,7.64,67.93,19.17,5.27,171.40
1187,860.23,600.89,2,1.84,594.76,607.03,11558.95,294.03,228.02,335.29,6.68,69.44,19.08,4.80,230.80
1188,701.40,472.83,2,1.84,518.44,427.22,4772.57,377.65,350.44,414.32,6.65,62.42,27.48,3.46,155.47
1189,986.99,705.34,2,1.84,760.74,649.94,20663.76,332.94,456.23,420.55,7.52,69.49,17.10,5.89,330.41
1190,598.61,420.18,2,1.73,387.76,452.60,3008.55,350.88,238.69,367.36,7.87,66.17,19.90,6.06,122.28
1191,541.90,442.74,2,1.75,460.77,424.71,3015.83,391.45,212.22,495.69,6.75,61.73,26.13,5.39,148.57
1192,714.02,435.06,2,1.68,429.79,440.32,3104.59,368.14,700.05,381.32,5.40,61.38,28.44,4.78,104.74
1193,840.62,539.33,2,1.74,611.85,466.81,8767.21,340.61,462.52,406.43,5.52,63.02,27.90,3.56,182.40
1194,945.17,455.05,2,1.69,550.97,359.12,5364.19,405.06,410.39,446.78,6.47,73.27,13.06,7.20,136.34
1195,783.63,529.18,2,1.80,575.44,482.92,6574.49,370.48,816.08,486.66,5.95,69.35,20.70,4.01,188.74
1196,1021.03,605.77,2,1.79,721.06,490.48,12938.36,383.26,1138.36,493.04,6.72,73.88,12.97,6.43,249.54
1197,807.39,598.59,2,1.78,572.78,624.41,10633.28,391.66,248.64,490.75,6.99,71.40,16.40,5.21,255.37
1198,1031.58,642.74,2,1.80,462.55,822.93,22609.52,413.83,667.60,441.89,8.05,75.13,9.81,7.01,297.49
1199,565.83,463.81,2,1.89,438.53,489.08,3589.88,339.96,258.33,450.68,7.15,68.13,19.04,5.68,138.39
1200,769.69,472.73,2,1.85,535.15,410.30,4977.21,358.59,229.83,456.77,5.94,60.58,29.09,4.39,158.44
1201,974.69,624.11,2,1.92,617.00,631.22,12171.63,354.76,1097.80,435.34,6.43,65.24,23.93,4.40,270.93
1202,679.60,461.38,2,1.87,484.35,438.40,3944.52,352.07,937.21,436.66,7.14,63.81,24.33,4.72,142.99
1203,768.39,530.51,2,1.97,473.50,587.52,7362.40,302.54,322.75,320.09,7.17,70.71,16.88,5.24,221.25
1204,1051.86,651.69,2,1.89,490.98,812.40,20240.61,339.60,282.21,417.21,7.89,75.04,10.06,7.00,268.04
1205,1022.19,745.77,2,1.97,675.76,815.78,31357.36,398.17,263.74,477.17,7.65,74.05,11.55,6.76,355.81
1206,571.50,350.80,2,1.83,364.66,336.94,1511.66,361.81,619.87,419.62,6.77,59.98,25.58,7.67,97.14
1207,907.62,476.03,2,1.89,434.22,517.83,4991.41,493.97,257.96,469.20,6.05,70.80,18.33,4.83,121.02
1208,554.57,421.17,2,1.86,432.30,410.03,2591.76,334.52,151.07,371.24,5.74,67.17,21.60,5.49,121.45
1209,687.22,460.27,2,1.91,476.38,444.17,3504.57,339.50,127.06,379.99,4.89,72.52,18.15,4.45,137.68
1210,831.45,558.19,2,2.49,504.44,611.93,8953.98,404.54,243.69,485.46,5.26,76.80,14.86,3.09,186.30
1211,1016.29,674.30,2,2.14,629.17,719.43,18489.13,375.10,603.43,398.73,6.37,73.70,15.13,4.80,302.00
1212,775.63,505.58,2,2.09,573.17,437.98,6334.26,286.78,488.28,385.10,6.21,64.04,26.96,2.79,154.46
1213,904.53,612.79,2,1.98,657.06,568.52,11660.64,355.74,890.23,395.25,6.63,73.80,16.12,3.45,279.96
1214,1006.22,660.98,2,1.92,575.07,746.88,16496.36,352.95,528.86,369.24,6.97,73.52,14.20,5.31,265.93
